Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"GATA2","GATA Binding Protein 2","Protein Coding","P23769","62","GC03M128479","20.7982139587402","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA2"
"SPRY4-IT1","SPRY4 Intronic Transcript 1","RNA Gene","","22","GC05M142318","20.7754402160645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRY4-IT1"
"TBL1X","Transducin Beta Like 1 X-Linked","Protein Coding","O60907","52","GC0XP009463","20.7641830444336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL1X"
"TCO","Thyroid Carcinoma, Nonmedullary, With Cell Oxyphilia","Genetic Locus","","3","GC19U990208","20.7516632080078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCO"
"HOXA11-AS","HOXA11 Antisense RNA","RNA Gene","","30","GC07P027184","20.7299098968506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXA11-AS"
"MYD88","MYD88 Innate Immune Signal Transduction Adaptor","Protein Coding","Q99836","62","GC03P038324","20.7247657775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYD88"
"TEK","TEK Receptor Tyrosine Kinase","Protein Coding","Q02763","64","GC09P027109","20.7125759124756","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEK"
"MIR122","MicroRNA 122","RNA Gene","","30","GC18P058451","20.699146270752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR122"
"MIR296","MicroRNA 296","RNA Gene","","27","GC20M058817","20.6935901641846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR296"
"MIR451A","MicroRNA 451a","RNA Gene","","26","GC17M028861","20.6833934783936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR451A"
"TNFRSF13B","TNF Receptor Superfamily Member 13B","Protein Coding","O14836","60","GC17M016929","20.6449699401855","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF13B"
"TNFSF13","TNF Superfamily Member 13","Protein Coding","O75888","57","GC17P007558","20.6429920196533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFSF13"
"RAC1","Rac Family Small GTPase 1","Protein Coding","P63000","62","GC07P013892","20.6211776733398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC1"
"PIK3R2","Phosphoinositide-3-Kinase Regulatory Subunit 2","Protein Coding","O00459","62","GC19P018153","20.609001159668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R2"
"TOP2A","DNA Topoisomerase II Alpha","Protein Coding","P11388","64","GC17M040388","20.6017608642578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP2A"
"LYN","LYN Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","P07948","63","GC08P055879","20.5827655792236","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYN"
"MIR24-1","MicroRNA 24-1","RNA Gene","","27","GC09P095086","20.5722198486328","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR24-1"
"SSTR5","Somatostatin Receptor 5","Protein Coding","P35346","55","GC16P095757","20.5717887878418","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR5"
"CTCF","CCCTC-Binding Factor","Protein Coding","P49711","60","GC16P097654","20.5711059570313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTCF"
"B2M","Beta-2-Microglobulin","Protein Coding","P61769","63","GC15P044711","20.5617294311523","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M"
"RUNX1","RUNX Family Transcription Factor 1","Protein Coding","Q01196","63","GC21M034787","20.5595970153809","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX1"
"CBS","Cystathionine Beta-Synthase","Protein Coding","P35520","64","GC21M043053","20.5553493499756","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS"
"PTCH2","Patched 2","Protein Coding","Q9Y6C5","57","GC01M044819","20.5328254699707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCH2"
"BDNF-AS","BDNF Antisense RNA","RNA Gene","","31","GC11P027466","20.390531539917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDNF-AS"
"PLAU","Plasminogen Activator, Urokinase","Protein Coding","P00749","64","GC10P073909","20.3438987731934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU"
"ING1","Inhibitor Of Growth Family Member 1","Protein Coding","Q9UK53","56","GC13P110712","20.3272666931152","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING1"
"GAPDH","Glyceraldehyde-3-Phosphate Dehydrogenase","Protein Coding","P04406","64","GC12P042102","20.312141418457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDH"
"LMOD1","Leiomodin 1","Protein Coding","P29536","52","GC01M201896","20.3102684020996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMOD1"
"APELA","Apelin Receptor Early Endogenous Ligand","Protein Coding","P0DMC3","33","GC04P164877","20.3040428161621","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APELA"
"MIR106B","MicroRNA 106b","RNA Gene","","31","GC07M105744","20.2889232635498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR106B"
"SNHG16","Small Nucleolar RNA Host Gene 16","RNA Gene","","28","GC17P123913","20.2880229949951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG16"
"CCAT2","Colon Cancer Associated Transcript 2","RNA Gene","","21","GC08P127400","20.2870769500732","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCAT2"
"CD34","CD34 Molecule","Protein Coding","P28906","58","GC01M207880","20.2821502685547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD34"
"MLF1","Myeloid Leukemia Factor 1","Protein Coding","P58340","51","GC03P158571","20.2532138824463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLF1"
"RPS6KB1","Ribosomal Protein S6 Kinase B1","Protein Coding","P23443","63","GC17P059893","20.2264938354492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KB1"
"FLT3","Fms Related Receptor Tyrosine Kinase 3","Protein Coding","P36888","66","GC13M028003","20.2122898101807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT3"
"TNFRSF6B","TNF Receptor Superfamily Member 6b","Protein Coding","O95407","54","GC20P063696","20.203577041626","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF6B"
"FOS","Fos Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P01100","64","GC14P075278","20.1935424804688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOS"
"FGFR4","Fibroblast Growth Factor Receptor 4","Protein Coding","P22455","65","GC05P177086","20.1836090087891","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR4"
"TPR","Translocated Promoter Region, Nuclear Basket Protein","Protein Coding","P12270","54","GC01M186323","20.1817417144775","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPR"
"HDAC9","Histone Deacetylase 9","Protein Coding","Q9UKV0","63","GC07P018086","20.1685543060303","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC9"
"STAT6","Signal Transducer And Activator Of Transcription 6","Protein Coding","P42226","64","GC12M057095","20.1612205505371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT6"
"GHRL","Ghrelin And Obestatin Prepropeptide","Protein Coding","Q9UBU3","55","GC03M010285","20.1391944885254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRL"
"MIR328","MicroRNA 328","RNA Gene","","29","GC16M067593","20.1188335418701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR328"
"CD27","CD27 Molecule","Protein Coding","P26842","59","GC12P042087","20.0881004333496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD27"
"BSG","Basigin (Ok Blood Group)","Protein Coding","P35613","58","GC19P000571","20.0686264038086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BSG"
"MIR93","MicroRNA 93","RNA Gene","","30","GC07M105718","20.0502548217773","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR93"
"SLC22A18","Solute Carrier Family 22 Member 18","Protein Coding","Q96BI1","54","GC11P002899","20.0486278533936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A18"
"MIR100","MicroRNA 100","RNA Gene","","30","GC11M122152","19.9754619598389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR100"
"MIR30E","MicroRNA 30e","RNA Gene","","32","GC01P040754","19.9465770721436","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30E"
"SERPINB5","Serpin Family B Member 5","Protein Coding","P36952","56","GC18P063476","19.9143676757813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB5"
"SIRT1","Sirtuin 1","Protein Coding","Q96EB6","62","GC10P067884","19.9131774902344","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT1"
"ABL1","ABL Proto-Oncogene 1, Non-Receptor Tyrosine Kinase","Protein Coding","P00519","66","GC09P130713","19.9046020507813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1"
"SHBG","Sex Hormone Binding Globulin","Protein Coding","P04278","55","GC17P007613","19.8940334320068","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG"
"HLA-A","Major Histocompatibility Complex, Class I, A","Protein Coding","P04439","59","GC06P144720","19.8561630249023","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-A"
"MAP3K1","Mitogen-Activated Protein Kinase Kinase Kinase 1","Protein Coding","Q13233","62","GC05P056815","19.8389129638672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K1"
"TRU-TCA1-1","TRNA-SeC (Anticodon TCA) 1-1","RNA Gene","","17","GC19M045478","19.8341331481934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRU-TCA1-1"
"PHB1","Prohibitin 1","Protein Coding","P35232","59","GC17M085589","19.807596206665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB1"
"MIR10A","MicroRNA 10a","RNA Gene","","30","GC17M048579","19.7780609130859","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR10A"
"NCAM1","Neural Cell Adhesion Molecule 1","Protein Coding","P13591","61","GC11P112961","19.7182502746582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAM1"
"IL13","Interleukin 13","Protein Coding","P35225","57","GC05P132656","19.7159538269043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13"
"TNFRSF9","TNF Receptor Superfamily Member 9","Protein Coding","Q07011","58","GC01M007915","19.703498840332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF9"
"KDM6A","Lysine Demethylase 6A","Protein Coding","O15550","60","GC0XP044873","19.6781768798828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM6A"
"NCOA1","Nuclear Receptor Coactivator 1","Protein Coding","Q15788","57","GC02P024492","19.6741065979004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCOA1"
"PSMD3","Proteasome 26S Subunit, Non-ATPase 3","Protein Coding","O43242","54","GC17P039980","19.6312160491943","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD3"
"RAD51L3-RFFL","RAD51L3-RFFL Readthrough","RNA Gene","","18","GC17M035009","19.628511428833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD51L3-RFFL"
"MIR183","MicroRNA 183","RNA Gene","","27","GC07M129887","19.6255722045898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR183"
"IRS4","Insulin Receptor Substrate 4","Protein Coding","O14654","52","GC0XM108720","19.615852355957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS4"
"GSTP1","Glutathione S-Transferase Pi 1","Protein Coding","P09211","63","GC11P067583","19.584342956543","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTP1"
"TNFRSF17","TNF Receptor Superfamily Member 17","Protein Coding","Q02223","59","GC16P011965","19.5691871643066","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF17"
"TYMS","Thymidylate Synthetase","Protein Coding","P04818","63","GC18P000657","19.5663776397705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMS"
"HSPG2","Heparan Sulfate Proteoglycan 2","Protein Coding","P98160","60","GC01M021822","19.5552539825439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPG2"
"TRIM36-IT1","TRIM36 Intronic Transcript 1","RNA Gene","","14","GC05M115148","19.5077228546143","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM36-IT1"
"NFKB2","Nuclear Factor Kappa B Subunit 2","Protein Coding","Q00653","66","GC10P102394","19.503532409668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB2"
"AXIN1","Axin 1","Protein Coding","O15169","59","GC16M000287","19.4952220916748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1"
"LZTR1","Leucine Zipper Like Post Translational Regulator 1","Protein Coding","Q8N653","55","GC22P075449","19.4775085449219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTR1"
"CBL","Cbl Proto-Oncogene","Protein Coding","P22681","64","GC11P119206","19.4743099212646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBL"
"MIRLET7E","MicroRNA Let-7e","RNA Gene","","29","GC19P123544","19.4742679595947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7E"
"MIR23B","MicroRNA 23b","RNA Gene","","29","GC09P095085","19.4638633728027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23B"
"PIK3CB","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta","Protein Coding","P42338","62","GC03M138652","19.452808380127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CB"
"THADA","THADA Armadillo Repeat Containing","Protein Coding","Q6YHU6","50","GC02M043234","19.449634552002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THADA"
"TGFA","Transforming Growth Factor Alpha","Protein Coding","P01135","59","GC02M070447","19.4167976379395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFA"
"TGFB2","Transforming Growth Factor Beta 2","Protein Coding","P61812","64","GC01P218345","19.4078845977783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB2"
"MIR9-1","MicroRNA 9-1","RNA Gene","","29","GC01M156420","19.403226852417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR9-1"
"DNMT3B","DNA Methyltransferase 3 Beta","Protein Coding","Q9UBC3","64","GC20P032762","19.3488273620605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3B"
"CASP10","Caspase 10","Protein Coding","Q92851","60","GC02P201182","19.2980155944824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP10"
"MIR152","MicroRNA 152","RNA Gene","","31","GC17M048037","19.2657699584961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR152"
"SLC26A4-AS1","SLC26A4 Antisense RNA 1","RNA Gene","","26","GC07M107653","19.2579612731934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A4-AS1"
"KLF4","KLF Transcription Factor 4","Protein Coding","O43474","59","GC09M107484","19.2388381958008","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF4"
"PLAG1","PLAG1 Zinc Finger","Protein Coding","Q6DJT9","52","GC08M056670","19.2053298950195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAG1"
"TUSC2","Tumor Suppressor 2, Mitochondrial Calcium Regulator","Protein Coding","O75896","40","GC03M054094","19.1959438323975","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUSC2"
"CEP128","Centrosomal Protein 128","Protein Coding","Q6ZU80","45","GC14M080476","19.1855506896973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP128"
"LOC126806104","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr2:1544276-1545475","Functional Element","","8","GC02P001540","19.1810646057129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126806104"
"HLA-B","Major Histocompatibility Complex, Class I, B","Protein Coding","P01889","59","GC06M097059","19.1546058654785","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-B"
"BGLAP","Bone Gamma-Carboxyglutamate Protein","Protein Coding","P02818","53","GC01P156242","19.1475105285645","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BGLAP"
"MPO","Myeloperoxidase","Protein Coding","P05164","66","GC17M058269","19.1310653686523","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPO"
"DUOXA1","Dual Oxidase Maturation Factor 1","Protein Coding","Q1HG43","45","GC15M045119","19.0967998504639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUOXA1"
"ENG","Endoglin","Protein Coding","P17813","60","GC09M128107","19.0937271118164","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG"
"BCOR","BCL6 Corepressor","Protein Coding","Q6W2J9","56","GC0XM040049","19.0821704864502","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCOR"
"MIR193A","MicroRNA 193a","RNA Gene","","29","GC17P031559","19.0805892944336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193A"
"TRAF6","TNF Receptor Associated Factor 6","Protein Coding","Q9Y4K3","59","GC11M036467","19.0788249969482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF6"
"TWIST1","Twist Family BHLH Transcription Factor 1","Protein Coding","Q15672","59","GC07M019020","19.0758857727051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWIST1"
"AIRE","Autoimmune Regulator","Protein Coding","O43918","56","GC21P044285","19.0622825622559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIRE"
"SDC4","Syndecan 4","Protein Coding","P31431","56","GC20M045325","19.0545845031738","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC4"
"MIR494","MicroRNA 494","RNA Gene","","26","GC14P117924","19.0528774261475","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR494"
"PDPN","Podoplanin","Protein Coding","Q86YL7","54","GC01P013583","19.0457973480225","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDPN"
"PPP2R1A","Protein Phosphatase 2 Scaffold Subunit Aalpha","Protein Coding","P30153","60","GC19P123559","19.0342655181885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R1A"
"SOX9","SRY-Box Transcription Factor 9","Protein Coding","P48436","58","GC17P072121","18.99951171875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOX9"
"LGALS1","Galectin 1","Protein Coding","P09382","56","GC22P037675","18.9487857818604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGALS1"
"GHR","Growth Hormone Receptor","Protein Coding","P10912","59","GC05P042429","18.9347152709961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHR"
"PLAT","Plasminogen Activator, Tissue Type","Protein Coding","P00750","62","GC08M042174","18.9168167114258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAT"
"PCAT1","Prostate Cancer Associated Transcript 1","RNA Gene","","27","GC08P126553","18.8344440460205","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT1"
"HCP5","HLA Complex P5","RNA Gene","Q6MZN7","36","GC06P031400","18.8035507202148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCP5"
"SLC7A5","Solute Carrier Family 7 Member 5","Protein Coding","Q01650","58","GC16M087830","18.7797622680664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A5"
"HSPA5","Heat Shock Protein Family A (Hsp70) Member 5","Protein Coding","P11021","62","GC09M125234","18.7774085998535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5"
"PTCPRN","Papillary Thyroid Carcinoma With Papillary Renal Neoplasia","Genetic Locus","","3","GC01U990360","18.7624244689941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCPRN"
"CD4","CD4 Molecule","Protein Coding","P01730","63","GC12P006786","18.7230758666992","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD4"
"CFTR","CF Transmembrane Conductance Regulator","Protein Coding","P13569","66","GC07P117287","18.7179718017578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFTR"
"MIR151A","MicroRNA 151a","RNA Gene","","28","GC08M140954","18.711612701416","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR151A"
